text,classification_label,weight,label,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a thousand,0,0.716981132075472,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a thousand times,0,0.735849056603774,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a thousand times over.,0,0.754716981132076,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a thousand times over. She,0,0.773584905660377,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a thousand times over. She is,0,0.792452830188679,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a thousand times over. She is big,0,0.811320754716981,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a thousand times over. She is big and,0,0.830188679245283,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a thousand times over. She is big and bold,0,0.849056603773585,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a thousand times over. She is big and bold and,0,0.867924528301887,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a thousand times over. She is big and bold and lovely,0,0.886792452830189,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a thousand times over. She is big and bold and lovely and,0,0.905660377358491,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a thousand times over. She is big and bold and lovely and PERFECT.,0,0.924528301886793,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a thousand times over. She is big and bold and lovely and PERFECT. HER,0,0.943396226415094,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a thousand times over. She is big and bold and lovely and PERFECT. HER ARC.,0,0.962264150943396,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a thousand times over. She is big and bold and lovely and PERFECT. HER ARC. IS.,0,0.981132075471698,,,
3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a thousand times over. She is big and bold and lovely and PERFECT. HER ARC. IS. PERFECT.,0,1,,,
.,0,0.0357142857142857,,,
. PLEASE,0,0.0714285714285714,,,
. PLEASE vote,0,0.107142857142857,,,
. PLEASE vote NO,0,0.142857142857143,,,
. PLEASE vote NO on,0,0.178571428571429,,,
. PLEASE vote NO on Kavanaugh.,0,0.214285714285714,,,
. PLEASE vote NO on Kavanaugh. He,0,0.25,,,
. PLEASE vote NO on Kavanaugh. He is,0,0.285714285714286,,,
. PLEASE vote NO on Kavanaugh. He is not,0,0.321428571428571,,,
. PLEASE vote NO on Kavanaugh. He is not fit,0,0.357142857142857,,,
. PLEASE vote NO on Kavanaugh. He is not fit for,0,0.392857142857143,,,
. PLEASE vote NO on Kavanaugh. He is not fit for SCOTUS,0,0.428571428571429,,,
. PLEASE vote NO on Kavanaugh. He is not fit for SCOTUS and,0,0.464285714285714,,,
. PLEASE vote NO on Kavanaugh. He is not fit for SCOTUS and allegations,0,0.5,,,
. PLEASE vote NO on Kavanaugh. He is not fit for SCOTUS and allegations about,0,0.535714285714286,,,
. PLEASE vote NO on Kavanaugh. He is not fit for SCOTUS and allegations about women,0,0.571428571428571,,,
. PLEASE vote NO on Kavanaugh. He is not fit for SCOTUS and allegations about women and,0,0.607142857142857,,,
. PLEASE vote NO on Kavanaugh. He is not fit for SCOTUS and allegations about women and shady,0,0.642857142857143,,,
. PLEASE vote NO on Kavanaugh. He is not fit for SCOTUS and allegations about women and shady financials,0,0.678571428571429,,,
. PLEASE vote NO on Kavanaugh. He is not fit for SCOTUS and allegations about women and shady financials should,0,0.714285714285714,,,
. PLEASE vote NO on Kavanaugh. He is not fit for SCOTUS and allegations about women and shady financials should disqualify,0,0.75,,,
. PLEASE vote NO on Kavanaugh. He is not fit for SCOTUS and allegations about women and shady financials should disqualify him.,0,0.785714285714286,,,
. PLEASE vote NO on Kavanaugh. He is not fit for SCOTUS and allegations about women and shady financials should disqualify him. #RuleOfLaw,0,0.821428571428571,,,
. PLEASE vote NO on Kavanaugh. He is not fit for SCOTUS and allegations about women and shady financials should disqualify him. #RuleOfLaw matters.,0,0.857142857142857,,,
. PLEASE vote NO on Kavanaugh. He is not fit for SCOTUS and allegations about women and shady financials should disqualify him. #RuleOfLaw matters. #MeToo,0,0.892857142857143,,,
. PLEASE vote NO on Kavanaugh. He is not fit for SCOTUS and allegations about women and shady financials should disqualify him. #RuleOfLaw matters. #MeToo #CountryOverParty,0,0.928571428571429,,,
. PLEASE vote NO on Kavanaugh. He is not fit for SCOTUS and allegations about women and shady financials should disqualify him. #RuleOfLaw matters. #MeToo #CountryOverParty #WithdrawKavanaugh,0,0.964285714285714,,,
. PLEASE vote NO on Kavanaugh. He is not fit for SCOTUS and allegations about women and shady financials should disqualify him. #RuleOfLaw matters. #MeToo #CountryOverParty #WithdrawKavanaugh #StopKavanaugh,0,1,,,
Ppl,0,0.0666666666666667,,,
Ppl who,0,0.133333333333333,,,
Ppl who say,0,0.2,,,
Ppl who say I'm,0,0.266666666666667,,,
Ppl who say I'm not,0,0.333333333333333,,,
"Ppl who say I'm not racist""",0,0.4,,,
"Ppl who say I'm not racist"" are",0,0.466666666666667,,,
"Ppl who say I'm not racist"" are racist.",0,0.533333333333333,,,
"Ppl who say I'm not racist"" are racist. You",0,0.6,,,
"Ppl who say I'm not racist"" are racist. You Are",0,0.666666666666667,,,
"Ppl who say I'm not racist"" are racist. You Are A",0,0.733333333333333,,,
"Ppl who say I'm not racist"" are racist. You Are A Racist.",0,0.8,,,
"Ppl who say I'm not racist"" are racist. You Are A Racist. Repeat",0,0.866666666666667,,,
"Ppl who say I'm not racist"" are racist. You Are A Racist. Repeat after",0,0.933333333333333,,,
"Ppl who say I'm not racist"" are racist. You Are A Racist. Repeat after me""",0,1,,,
Kathy,0,0.024390243902439,,,
Kathy the,0,0.0487804878048781,,,
Kathy the Patriot🗽,0,0.0731707317073171,,,
Kathy the Patriot🗽 YOU,0,0.0975609756097561,,,
Kathy the Patriot🗽 YOU HAVE,0,0.121951219512195,,,
Kathy the Patriot🗽 YOU HAVE TO,0,0.146341463414634,,,
Kathy the Patriot🗽 YOU HAVE TO LOVE,0,0.170731707317073,,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our,0,0.195121951219512,,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT,0,0.219512195121951,,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT,0,0.24390243902439,,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!!,0,0.268292682926829,,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A,0,0.292682926829268,,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE,0,0.317073170731707,,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF,0,0.341463414634146,,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S.,0,0.365853658536585,,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!!,0,0.390243902439024,,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING,0,0.414634146341463,,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT!,0,0.439024390243902,,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON,0,0.463414634146342,,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE,0,0.487804878048781,,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp,,0,0.51219512195122,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp, EVERYTHING,0,0.536585365853659,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp, EVERYTHING FOR,0,0.560975609756098,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp, EVERYTHING FOR AMERICANS!!,0,0.585365853658537,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp, EVERYTHING FOR AMERICANS!! #AMERICAFIRST,0,0.609756097560976,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp, EVERYTHING FOR AMERICANS!! #AMERICAFIRST #USA,0,0.634146341463415,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp, EVERYTHING FOR AMERICANS!! #AMERICAFIRST #USA #MAGA,0,0.658536585365854,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp, EVERYTHING FOR AMERICANS!! #AMERICAFIRST #USA #MAGA #LEADERSHIP,0,0.682926829268293,,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp, EVERYTHING FOR AMERICANS!! #AMERICAFIRST #USA #MAGA #LEADERSHIP &amp,,0,0.707317073170732,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp, EVERYTHING FOR AMERICANS!! #AMERICAFIRST #USA #MAGA #LEADERSHIP &amp, #RESPECT,0,0.731707317073171,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp, EVERYTHING FOR AMERICANS!! #AMERICAFIRST #USA #MAGA #LEADERSHIP &amp, #RESPECT #ECONOMY,0,0.75609756097561,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp, EVERYTHING FOR AMERICANS!! #AMERICAFIRST #USA #MAGA #LEADERSHIP &amp, #RESPECT #ECONOMY #JOBS,0,0.780487804878049,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp, EVERYTHING FOR AMERICANS!! #AMERICAFIRST #USA #MAGA #LEADERSHIP &amp, #RESPECT #ECONOMY #JOBS #PEACEthruSTRENGTH,0,0.804878048780488,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp, EVERYTHING FOR AMERICANS!! #AMERICAFIRST #USA #MAGA #LEADERSHIP &amp, #RESPECT #ECONOMY #JOBS #PEACEthruSTRENGTH #GOD,0,0.829268292682927,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp, EVERYTHING FOR AMERICANS!! #AMERICAFIRST #USA #MAGA #LEADERSHIP &amp, #RESPECT #ECONOMY #JOBS #PEACEthruSTRENGTH #GOD #BLESS,0,0.853658536585366,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp, EVERYTHING FOR AMERICANS!! #AMERICAFIRST #USA #MAGA #LEADERSHIP &amp, #RESPECT #ECONOMY #JOBS #PEACEthruSTRENGTH #GOD #BLESS #TRUMP,0,0.878048780487805,
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp, EVERYTHING FOR AMERICANS!! #AMERICAFIRST #USA #MAGA #LEADERSHIP &amp, #RESPECT #ECONOMY #JOBS #PEACEthruSTRENGTH #GOD #BLESS #TRUMP &amp,,0,0.902439024390244
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp, EVERYTHING FOR AMERICANS!! #AMERICAFIRST #USA #MAGA #LEADERSHIP &amp, #RESPECT #ECONOMY #JOBS #PEACEthruSTRENGTH #GOD #BLESS #TRUMP &amp, #THEUSA,0,0.926829268292683
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp, EVERYTHING FOR AMERICANS!! #AMERICAFIRST #USA #MAGA #LEADERSHIP &amp, #RESPECT #ECONOMY #JOBS #PEACEthruSTRENGTH #GOD #BLESS #TRUMP &amp, #THEUSA 😀,0,0.951219512195122
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp, EVERYTHING FOR AMERICANS!! #AMERICAFIRST #USA #MAGA #LEADERSHIP &amp, #RESPECT #ECONOMY #JOBS #PEACEthruSTRENGTH #GOD #BLESS #TRUMP &amp, #THEUSA 😀 🗽🗽🗽,0,0.975609756097561
Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp, EVERYTHING FOR AMERICANS!! #AMERICAFIRST #USA #MAGA #LEADERSHIP &amp, #RESPECT #ECONOMY #JOBS #PEACEthruSTRENGTH #GOD #BLESS #TRUMP &amp, #THEUSA 😀 🗽🗽🗽 😀,0,1
Wow,0,0.1,,,
Wow you,0,0.2,,,
Wow you liberals,0,0.3,,,
Wow you liberals really,0,0.4,,,
Wow you liberals really don’t,0,0.5,,,
Wow you liberals really don’t have,0,0.6,,,
Wow you liberals really don’t have a,0,0.7,,,
Wow you liberals really don’t have a sense,0,0.8,,,
Wow you liberals really don’t have a sense of,0,0.9,,,
Wow you liberals really don’t have a sense of humor.🙄,0,1,,,
I'M,0,0.25,,,
I'M SO,0,0.5,,,
I'M SO FUCKING,0,0.75,,,
I'M SO FUCKING READY,0,1,,,
Holy,0,0.0714285714285714,,,
Holy moly!!,0,0.142857142857143,,,
Holy moly!! If,0,0.214285714285714,,,
Holy moly!! If the,0,0.285714285714286,,,
Holy moly!! If the catholic,0,0.357142857142857,,,
Holy moly!! If the catholic people,0,0.428571428571429,,,
Holy moly!! If the catholic people haven't,0,0.5,,,
Holy moly!! If the catholic people haven't been,0,0.571428571428571,,,
Holy moly!! If the catholic people haven't been awakened,0,0.642857142857143,,,
Holy moly!! If the catholic people haven't been awakened by,0,0.714285714285714,,,
Holy moly!! If the catholic people haven't been awakened by this,0,0.785714285714286,,,
Holy moly!! If the catholic people haven't been awakened by this .....,0,0.857142857142857,,,
Holy moly!! If the catholic people haven't been awakened by this ..... #FalseProphet,0,0.928571428571429,,,
Holy moly!! If the catholic people haven't been awakened by this ..... #FalseProphet #Lunatic,0,1,,,
Lol,0,0.0434782608695652,,,
Lol yeah,0,0.0869565217391304,,,
Lol yeah per,0,0.130434782608696,,,
Lol yeah per dina,0,0.173913043478261,,,
Lol yeah per dina he,0,0.217391304347826,,,
Lol yeah per dina he is,0,0.260869565217391,,,
Lol yeah per dina he is There,0,0.304347826086957,,,
Lol yeah per dina he is There everyday,0,0.347826086956522,,,
Lol yeah per dina he is There everyday per,0,0.391304347826087,,,
Lol yeah per dina he is There everyday per claudia,0,0.434782608695652,,,
Lol yeah per dina he is There everyday per claudia no,0,0.478260869565217,,,
Lol yeah per dina he is There everyday per claudia no horse,0,0.521739130434783,,,
Lol yeah per dina he is There everyday per claudia no horse got,0,0.565217391304348,,,
Lol yeah per dina he is There everyday per claudia no horse got vet,0,0.608695652173913,,,
Lol yeah per dina he is There everyday per claudia no horse got vet care,0,0.652173913043478,,,
Lol yeah per dina he is There everyday per claudia no horse got vet care unless,0,0.695652173913044,,,
Lol yeah per dina he is There everyday per claudia no horse got vet care unless it,0,0.739130434782609,,,
Lol yeah per dina he is There everyday per claudia no horse got vet care unless it was,0,0.782608695652174,,,
Lol yeah per dina he is There everyday per claudia no horse got vet care unless it was for,0,0.826086956521739,,,
Lol yeah per dina he is There everyday per claudia no horse got vet care unless it was for donation,0,0.869565217391304,,,
Lol yeah per dina he is There everyday per claudia no horse got vet care unless it was for donation example,0,0.91304347826087,,,
Lol yeah per dina he is There everyday per claudia no horse got vet care unless it was for donation example limping,0,0.956521739130435,,,
Lol yeah per dina he is There everyday per claudia no horse got vet care unless it was for donation example limping etc,0,1,,,
What,0,0.024390243902439,,,
What a,0,0.0487804878048781,,,
What a surprise....,0,0.0731707317073171,,,
What a surprise.... same,0,0.0975609756097561,,,
What a surprise.... same as,0,0.121951219512195,,,
What a surprise.... same as antifa.,0,0.146341463414634,,,
What a surprise.... same as antifa. BLM,0,0.170731707317073,,,
What a surprise.... same as antifa. BLM and,0,0.195121951219512,,,
What a surprise.... same as antifa. BLM and so,0,0.219512195121951,,,
What a surprise.... same as antifa. BLM and so on,0,0.24390243902439,,,
What a surprise.... same as antifa. BLM and so on and,0,0.268292682926829,,,
What a surprise.... same as antifa. BLM and so on and so,0,0.292682926829268,,,
What a surprise.... same as antifa. BLM and so on and so on.,0,0.317073170731707,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros,0,0.341463414634146,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is,0,0.365853658536585,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas,0,0.390243902439024,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst,0,0.414634146341463,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy,0,0.439024390243902,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in,0,0.463414634146342,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY.,0,0.487804878048781,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He,0,0.51219512195122,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes,0,0.536585365853659,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the,0,0.560975609756098,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only,0,0.585365853658537,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way,0,0.609756097560976,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way to,0,0.634146341463415,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way to take,0,0.658536585365854,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way to take down,0,0.682926829268293,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way to take down the,0,0.707317073170732,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way to take down the USA,0,0.731707317073171,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way to take down the USA is,0,0.75609756097561,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way to take down the USA is from,0,0.780487804878049,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way to take down the USA is from withing.,0,0.804878048780488,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way to take down the USA is from withing. And,0,0.829268292682927,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way to take down the USA is from withing. And hes,0,0.853658536585366,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way to take down the USA is from withing. And hes right.,0,0.878048780487805,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way to take down the USA is from withing. And hes right. But,0,0.902439024390244,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way to take down the USA is from withing. And hes right. But it's,0,0.926829268292683,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way to take down the USA is from withing. And hes right. But it's not,0,0.951219512195122,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way to take down the USA is from withing. And hes right. But it's not gunna,0,0.975609756097561,,,
What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way to take down the USA is from withing. And hes right. But it's not gunna happen.,0,1,,,
Me,0,0.0909090909090909,,,
Me too!,0,0.181818181818182,,,
Me too! Her,0,0.272727272727273,,,
Me too! Her wedding,0,0.363636363636364,,,
Me too! Her wedding was,0,0.454545454545455,,,
Me too! Her wedding was the,0,0.545454545454545,,,
Me too! Her wedding was the best!,0,0.636363636363636,,,
Me too! Her wedding was the best! She,0,0.727272727272727,,,
Me too! Her wedding was the best! She is,0,0.818181818181818,,,
Me too! Her wedding was the best! She is very,0,0.909090909090909,,,
Me too! Her wedding was the best! She is very pretty!,0,1,,,
No,0,0.0666666666666667,,,
No conflict,0,0.133333333333333,,,
No conflict here—don’t,0,0.2,,,
No conflict here—don’t look,0,0.266666666666667,,,
No conflict here—don’t look at,0,0.333333333333333,,,
No conflict here—don’t look at this.,0,0.4,,,
No conflict here—don’t look at this. #Soros,0,0.466666666666667,,,
No conflict here—don’t look at this. #Soros involved,0,0.533333333333333,,,
No conflict here—don’t look at this. #Soros involved in,0,0.6,,,
No conflict here—don’t look at this. #Soros involved in violent,0,0.666666666666667,,,
No conflict here—don’t look at this. #Soros involved in violent left,0,0.733333333333333,,,
No conflict here—don’t look at this. #Soros involved in violent left agenda,0,0.8,,,
No conflict here—don’t look at this. #Soros involved in violent left agenda of,0,0.866666666666667,,,
No conflict here—don’t look at this. #Soros involved in violent left agenda of Antifa,0,0.933333333333333,,,
No conflict here—don’t look at this. #Soros involved in violent left agenda of Antifa also.,0,1,,,
URL,0,0.0454545454545455,,,
URL any,0,0.0909090909090909,,,
URL any of,0,0.136363636363636,,,
URL any of your,0,0.181818181818182,,,
URL any of your announcements,0,0.227272727272727,,,
URL any of your announcements every,0,0.272727272727273,,,
URL any of your announcements every come,0,0.318181818181818,,,
URL any of your announcements every come to,0,0.363636363636364,,,
URL any of your announcements every come to fruition,0,0.409090909090909,,,
URL any of your announcements every come to fruition or,0,0.454545454545455,,,
URL any of your announcements every come to fruition or is,0,0.5,,,
URL any of your announcements every come to fruition or is it,0,0.545454545454545,,,
URL any of your announcements every come to fruition or is it basically,0,0.590909090909091,,,
URL any of your announcements every come to fruition or is it basically stealing,0,0.636363636363636,,,
URL any of your announcements every come to fruition or is it basically stealing Labour's,0,0.681818181818182,,,
URL any of your announcements every come to fruition or is it basically stealing Labour's ideas,0,0.727272727272727,,,
URL any of your announcements every come to fruition or is it basically stealing Labour's ideas to,0,0.772727272727273,,,
URL any of your announcements every come to fruition or is it basically stealing Labour's ideas to get,0,0.818181818181818,,,
URL any of your announcements every come to fruition or is it basically stealing Labour's ideas to get a,0,0.863636363636364,,,
URL any of your announcements every come to fruition or is it basically stealing Labour's ideas to get a few,0,0.909090909090909,,,
URL any of your announcements every come to fruition or is it basically stealing Labour's ideas to get a few more,0,0.954545454545455,,,
URL any of your announcements every come to fruition or is it basically stealing Labour's ideas to get a few more votes,0,1,,,
4,1,0.05,,,
4 out,1,0.1,,,
4 out of,1,0.15,,,
4 out of 10,1,0.2,,,
4 out of 10 British,1,0.25,,,
4 out of 10 British people,1,0.3,,,
4 out of 10 British people are,1,0.35,,,
4 out of 10 British people are basically,1,0.4,,,
4 out of 10 British people are basically full-on,1,0.45,,,
4 out of 10 British people are basically full-on racists.,1,0.5,,,
4 out of 10 British people are basically full-on racists. 4,1,0.55,,,
4 out of 10 British people are basically full-on racists. 4 out,1,0.6,,,
4 out of 10 British people are basically full-on racists. 4 out of,1,0.65,,,
4 out of 10 British people are basically full-on racists. 4 out of 10,1,0.7,,,
4 out of 10 British people are basically full-on racists. 4 out of 10 voters,1,0.75,,,
4 out of 10 British people are basically full-on racists. 4 out of 10 voters vote,1,0.8,,,
4 out of 10 British people are basically full-on racists. 4 out of 10 voters vote for,1,0.85,,,
4 out of 10 British people are basically full-on racists. 4 out of 10 voters vote for the,1,0.9,,,
4 out of 10 British people are basically full-on racists. 4 out of 10 voters vote for the Conservatives.,1,0.95,,,
4 out of 10 British people are basically full-on racists. 4 out of 10 voters vote for the Conservatives. Coincidence!???!???,1,1,,,
